name,full_location_name,country,country_clean,state_province,region_detail,latitude,longitude,timezone,skill_level_min,skill_level_max,primary_airport_iata,region_major,slug,active,nearest_city,nearest_city_distance_km,hotellook_city_id,hotellook_city_name,hotellook_city_distance_km
Akkorokamui,"Akkorokamui, QLD, Gold Coast","Australia, QLD, Gold Coast",Australia,QLD,Gold Coast,-27.93980607,153.4337711,Australia/Sydney,advanced,advanced,SHQ,Oceania,akkorokamui-qld-gold-coast-australia,TRUE,,,,,
Aktau,Aktau,Kazakhstan,Kazakhstan,,,43.62035702,51.1892252,UTC,beginner,intermediate,SCO,Other,aktau-kazakhstan,TRUE,,,,,
Ala Moana,"Ala Moana, Lima","Peru, Lima",Peru,,Lima,-12.15897004,-77.02768922,UTC,intermediate,advanced,LIM,South America,ala-moana-lima-peru,TRUE,Lima,0,12048,Lima,12.9
Ala Moana Bowls,"Ala Moana Bowls, Hawaii, Oahu","USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.28087693,-157.8438914,America/Los_Angeles,intermediate,advanced,HNL,North America,ala-moana-bowls-hawaii-oahu-usa,TRUE,East Honolulu,0,,,
Ala Moana Courts,"Ala Moana Courts, Hawaii, Oahu","USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.29065393,-157.8540999,America/Los_Angeles,intermediate,advanced,HNL,North America,ala-moana-courts-hawaii-oahu-usa,TRUE,Honolulu,0,23374,Honolulu,1.9
Alabama Point,"Alabama Point, Gulf Coast, Alabama","USA, Gulf Coast, Alabama",USA,Gulf Coast,Alabama,30.27090984,-87.55939901,America/Los_Angeles,beginner,intermediate,GUF,North America,alabama-point-gulf-coast-alabama-usa,TRUE,Baldwin County,0,,,
Alacati,Alacati,Turkey,Turkey,,,38.23905651,26.31062508,UTC,beginner,intermediate,JKH,Other,alacati-turkey,TRUE,,,,,
"Alanya, Keykubat","Alanya, Keykubat",Turkey,Turkey,,,36.53967416,32.02342987,UTC,beginner,intermediate,GZP,Other,alanya-keykubat-turkey,TRUE,,,,,
Alassio,"Alassio, Mainland","Italy, Mainland",Italy,,Mainland,44.00496621,8.172824979,UTC,beginner,intermediate,MCM,Europe,alassio-mainland-italy,TRUE,Alassio,0,12340,Alassio,0.5
Albatross,"Albatross, South J Bay","South Africa, South J Bay",South Africa,,South J Bay,-34.01023007,24.91986752,Africa/Johannesburg,intermediate,advanced,PLZ,Africa,albatross-south-j-bay-south-africa,TRUE,Kouga Local Municipality,0,,,
Albenga,"Albenga, Mainland","Italy, Mainland",Italy,,Mainland,44.0412676,8.223781586,UTC,beginner,intermediate,GOA,Europe,albenga-mainland-italy,TRUE,,,,,
Albufeira,"Albufeira, Algarve","Portugal, Algarve",Portugal,,Algarve,37.08563532,-8.248683214,Europe/Lisbon,beginner,intermediate,FAO,Europe,albufeira-algarve-portugal,TRUE,,,,,
Alexandra Headlands,"Alexandra Headlands, QLD, Sunshine Coast","Australia, QLD, Sunshine Coast",Australia,QLD,Sunshine Coast,-26.67079656,153.1096262,Australia/Sydney,beginner,intermediate,MCY,Oceania,alexandra-headlands-qld-sunshine-coast-australia,TRUE,,,,,
Alfonsina,"Alfonsina, North","Argentina, North",Argentina,,North,-37.99386292,-57.54263163,UTC,beginner,intermediate,MDQ,Other,alfonsina-north-argentina,TRUE,,,,,
alfonsita,alfonsita,Sao Tome,Sao Tome,,,0.193552126,6.702947617,UTC,beginner,intermediate,TMS,Other,alfonsita-sao-tome,TRUE,São Tomé,0,24340,Sao Tome,12.3
Algajola,"Algajola, Corsica","France, Corsica",France,,Corsica,42.60869549,8.868370056,Europe/Paris,beginner,intermediate,CLY,Europe,algajola-corsica-france,TRUE,,,,,
alisitos,"alisitos, Baja Norte","Mexico, Baja Norte",Mexico,,Baja Norte,32.11922638,-116.8829153,America/Mexico_City,beginner,intermediate,ESE,North America,alisitos-baja-norte-mexico,TRUE,Municipio de Playas de Rosarito,0,,,
Allenhurst,"Allenhurst, North East, New Jersey","USA, North East, New Jersey",USA,North East,New Jersey,40.2363277,-73.99491549,America/Los_Angeles,beginner,intermediate,BLM,North America,allenhurst-north-east-new-jersey-usa,TRUE,Allenhurst,0,,,
allerton point,"allerton point, North East, Southern New England","USA, North East, Southern New England",USA,North East,Southern New England,42.30702254,-70.8819437,America/Los_Angeles,beginner,intermediate,BOS,North America,allerton-point-north-east-southern-new-england-usa,TRUE,Hull,0,19050,Hull,2.2
Almáciga,"Almáciga, Tenerife","Canary, Tenerife",Canary,,Tenerife,28.57206667,-16.19261667,UTC,intermediate,advanced,TFN,Other,almaciga-tenerife-canary,TRUE,Santa Cruz de Tenerife,0,24058,Santa Cruz de Tenerife,13.0
Almagreira,"Almagreira, Central Peniche","Portugal, Central Peniche",Portugal,,Central Peniche,39.37902774,-9.314625263,Europe/Lisbon,beginner,intermediate,LIS,Europe,almagreira-central-peniche-portugal,TRUE,Peniche,0,1525562,Peniche de Cima,6.1
Almiros,"Almiros, Crete Island","Greece, Crete Island",Greece,,Crete Island,35.17678124,25.7097137,UTC,beginner,intermediate,JSH,Other,almiros-crete-island-greece,TRUE,Agios Nikolaos,0,23284,Agios Nikolaos,1.7
Alnes Lighthouse (Godoy),Alnes Lighthouse (Godoy),Norway,Norway,,,62.48853896,5.96660614,UTC,beginner,intermediate,AES,Europe,alnes-lighthouse-godoy-norway,TRUE,Giske,0,9206,Stranda,53.7
altafulla,"altafulla, Mediterranean","Spain, Mediterranean",Spain,,Mediterranean,41.13440326,1.384427547,Europe/Madrid,beginner,intermediate,REU,Europe,altafulla-mediterranean-spain,TRUE,Altafulla,0,3131,Altafulla,1.4
AlterSteinbeisser,AlterSteinbeisser,Switzerland,Switzerland,,,46.9949301,8.598775864,UTC,beginner,intermediate,BXO,Other,altersteinbeisser-switzerland,TRUE,Ingenbohl,0,1418132,Breil,43.7
Altona Pier,"Altona Pier, VIC, Melbourne West","Australia, VIC, Melbourne West",Australia,VIC,Melbourne West,-37.87331628,144.8302987,Australia/Sydney,beginner,intermediate,KAH,Oceania,altona-pier-vic-melbourne-west-australia,TRUE,,,,,
Alvor,"Alvor, Algarve","Portugal, Algarve",Portugal,,Algarve,37.12241199,-8.596458435,Europe/Lisbon,beginner,intermediate,PRM,Europe,alvor-algarve-portugal,TRUE,Portimão,0,4883,Portimao,5.5
alykes,"alykes, Ionian Sea","Greece, Ionian Sea",Greece,,Ionian Sea,38.31795596,21.42608643,UTC,beginner,intermediate,GPA,Other,alykes-ionian-sea-greece,TRUE,Mesolongi,0,1511131,Mesolonghi,6.0
Ambila Lamentsa,Ambila Lamentsa,Madagascar,Madagascar,,,-18.85928534,49.14967775,UTC,intermediate,advanced,VAT,Other,ambila-lamentsa-madagascar,TRUE,Vohitranivona,0,5016,Toamasina,83.7
Ambleside Park,"Ambleside Park, West Coast","Canada, West Coast",Canada,,West Coast,49.32501011,-123.1517172,UTC,beginner,intermediate,CXH,North America,ambleside-park-west-coast-canada,TRUE,West Vancouver,0,1522791,West Vancouver,3.9
Amélie,"Amélie, Gironde","France, Gironde",France,,Gironde,45.48527446,-1.152470112,Europe/Paris,beginner,intermediate,RYN,Europe,amelie-gironde-france,TRUE,,,,,
Ammes Beach,"Ammes Beach, Ionian Sea","Greece, Ionian Sea",Greece,,Ionian Sea,38.10923548,20.50692558,UTC,beginner,intermediate,EFL,Other,ammes-beach-ionian-sea-greece,TRUE,Kefallonia Regional Unit,0,30528,Naxos Island,13.4
Amoreira,"Amoreira, Algarve","Portugal, Algarve",Portugal,,Algarve,37.35003186,-8.845496178,Europe/Lisbon,beginner,intermediate,PRM,Europe,amoreira-algarve-portugal,TRUE,Aljezur,0,1420552,Aljezur,5.5
Amorosa,"Amorosa, North Porto","Portugal, North Porto",Portugal,,North Porto,41.66932148,-8.824081421,Europe/Lisbon,beginner,intermediate,OPO,Europe,amorosa-north-porto-portugal,TRUE,Viana do Castelo,0,4953,Viana Do Castelo,2.8
Amoudia Left,"Amoudia Left, Ionian Sea","Greece, Ionian Sea",Greece,,Ionian Sea,39.23770457,20.47800064,UTC,intermediate,advanced,PVK,Other,amoudia-left-ionian-sea-greece,TRUE,Preveza Regional Unit,0,30528,Naxos Island,13.4
Anaël,"Anaël, Brittany North","France, Brittany North",France,,Brittany North,48.58344952,-4.675154686,Europe/Paris,beginner,intermediate,BES,Europe,anael-brittany-north-france,TRUE,,,,,
Anahola Bay,"Anahola Bay, Hawaii, Kauai","USA, Hawaii, Kauai",USA,Hawaii,Kauai,22.14761207,-159.3050194,America/Los_Angeles,intermediate,advanced,HPV,North America,anahola-bay-hawaii-kauai-usa,TRUE,Kauaʻi County,0,23766,Kapaa,8.2
Anamur,Anamur,Turkey,Turkey,,,36.0926671,32.93581009,UTC,intermediate,advanced,GZP,Other,anamur-turkey,TRUE,,,,,
Anaura Bay,"Anaura Bay, New Zealand NI, East Cape","New Zealand, New Zealand NI, East Cape",New Zealand,New Zealand NI,East Cape,-38.2318091,178.3114958,Pacific/Auckland,beginner,intermediate,GIS,Oceania,anaura-bay-new-zealand-ni-east-cape-new-zealand,TRUE,,,,,
Anchor point,"Anchor point, South","Morocco, South",Morocco,,South,30.54520545,-9.726709127,Africa/Casablanca,intermediate,advanced,AGA,Africa,anchor-point-south-morocco,TRUE,,,,,
Anclote,"Anclote, Sinaloa-Nayarit","Mexico, Sinaloa-Nayarit",Mexico,,Sinaloa-Nayarit,20.76787152,-105.5199909,America/Mexico_City,beginner,intermediate,PVR,North America,anclote-sinaloa-nayarit-mexico,TRUE,,,,,
Anclote Island,"Anclote Island, Gulf Coast, Florida","USA, Gulf Coast, Florida",USA,Gulf Coast,Florida,28.20367537,-82.82524109,America/Los_Angeles,beginner,intermediate,CLW,North America,anclote-island-gulf-coast-florida-usa,TRUE,Pasco County,0,,,
Anderson Street,"Anderson Street, California, Orange County","USA, California, Orange County",USA,California,Orange County,33.72285837,-118.0808723,America/Los_Angeles,beginner,intermediate,LGB,North America,anderson-street-california-orange-county-usa,TRUE,Seal Beach,0,17404,Seal Beach,3.0
Andrew molera state beach,"Andrew molera state beach, California, Monterey","USA, California, Monterey",USA,California,Monterey,36.28108237,-121.8577874,America/Los_Angeles,beginner,intermediate,MRY,North America,andrew-molera-state-beach-california-monterey-usa,TRUE,Monterey County,0,17269,Monterey,35.6
Andros (Hora),"Andros (Hora), Aegean Sea","Greece, Aegean Sea",Greece,,Aegean Sea,37.84054659,24.93754864,UTC,intermediate,advanced,JSY,Other,andros-hora-aegean-sea-greece,TRUE,Andros Regional Unit,0,30528,Naxos Island,13.4
Andys' Peak,"Andys' Peak, QLD","Australia, QLD",Australia,,QLD,-16.97271152,149.907192,Australia/Sydney,intermediate,advanced,,Oceania,andys-peak-qld-australia,TRUE,,,,,
Aneho Beach,Aneho Beach,Togo,Togo,,,6.22888316,1.606798768,UTC,beginner,intermediate,LFW,Other,aneho-beach-togo,TRUE,,,,,
Anglesea,"Anglesea, VIC, Melbourne West","Australia, VIC, Melbourne West",Australia,VIC,Melbourne West,-38.41564424,144.1865337,Australia/Sydney,beginner,intermediate,XCO,Oceania,anglesea-vic-melbourne-west-australia,TRUE,,,,,
Anglet - Chambre d Amour,"Anglet - Chambre d Amour, Basque Country","France, Basque Country",France,,Basque Country,43.49458852,-1.547784805,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet-chambre-d-amour-basque-country-france,TRUE,,,,,
Anglet - La Barre,"Anglet - La Barre, Basque Country","France, Basque Country",France,,Basque Country,43.526522,-1.525125504,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet-la-barre-basque-country-france,TRUE,,,,,
Anglet - La Madrague,"Anglet - La Madrague, Basque Country","France, Basque Country",France,,Basque Country,43.51199062,-1.535435915,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet-la-madrague-basque-country-france,TRUE,,,,,
Anglet - Le club,"Anglet - Le club, Basque Country","France, Basque Country",France,,Basque Country,43.49927232,-1.54428117,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet-le-club-basque-country-france,TRUE,,,,,
Anglet - Le Furoncle,"Anglet - Le Furoncle, Basque Country","France, Basque Country",France,,Basque Country,43.52796887,-1.526525617,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet-le-furoncle-basque-country-france,TRUE,,,,,
Anglet - Les Cavaliers,"Anglet - Les Cavaliers, Basque Country","France, Basque Country",France,,Basque Country,43.52325473,-1.526412964,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet-les-cavaliers-basque-country-france,TRUE,,,,,
Anglet - Les Sables d'Or,"Anglet - Les Sables d'Or, Basque Country","France, Basque Country",France,,Basque Country,43.50177347,-1.541905403,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet-les-sables-d-or-basque-country-france,TRUE,Anglet,0,14344,Biarritz,2.6
Anglet - Marinella,"Anglet - Marinella, Basque Country","France, Basque Country",France,,Basque Country,43.5049883,-1.539830714,Europe/Paris,beginner,intermediate,BIQ,Europe,anglet-marinella-basque-country-france,TRUE,,,,,
Angourie Lefts,"Angourie Lefts, NSW, North","Australia, NSW, North",Australia,NSW,North,-29.48652829,153.3651924,Australia/Sydney,intermediate,advanced,EVH,Oceania,angourie-lefts-nsw-north-australia,TRUE,,,,,
Angourie Point,"Angourie Point, NSW, North","Australia, NSW, North",Australia,NSW,North,-29.48219484,153.3660936,Australia/Sydney,intermediate,advanced,EVH,Oceania,angourie-point-nsw-north-australia,TRUE,,,,,
Angras Juntas left,Angras Juntas left,Namibia,Namibia,,,-27.7480376,15.5462122,UTC,intermediate,advanced,RHN,Other,angras-juntas-left-namibia,TRUE,,,,,
Anjarle,"Anjarle, North-West","India, North-West",India,,North-West,17.84398521,73.08745015,UTC,beginner,intermediate,RTC,Other,anjarle-north-west-india,TRUE,,,,,
Anjos,"Anjos, Eastern group","Azores, Eastern group",Azores,,Eastern group,37.00541438,-25.15656173,UTC,beginner,intermediate,SMA,Other,anjos-eastern-group-azores,TRUE,,,,,
Ann bay,"Ann bay, TAS","Australia, TAS",Australia,,TAS,-40.88065451,144.7029461,Australia/Sydney,beginner,intermediate,SIO,Oceania,ann-bay-tas-australia,TRUE,Circular Head,0,,,
Anna Maria Island,"Anna Maria Island, Gulf Coast, Florida","USA, Gulf Coast, Florida",USA,Gulf Coast,Florida,27.53867996,-82.74434566,America/Los_Angeles,beginner,intermediate,SRQ,North America,anna-maria-island-gulf-coast-florida-usa,TRUE,Anna Maria island,0,30410,Anna Maria Island,3.7
Anna Maria Island - Beach Streets,"Anna Maria Island - Beach Streets, Gulf Coast, Florida","USA, Gulf Coast, Florida",USA,Gulf Coast,Florida,27.53278159,-82.74318695,America/Los_Angeles,beginner,intermediate,SRQ,North America,anna-maria-island-beach-streets-gulf-coast-florida-usa,TRUE,Anna Maria island,0,30410,Anna Maria Island,3.7
Annaba,Annaba,Algeria,Algeria,,,36.86314143,7.782440186,UTC,intermediate,advanced,AAE,Other,annaba-algeria,TRUE,,,,,
Anne Avenue (St Francis Bay),"Anne Avenue (St Francis Bay), South J Bay","South Africa, South J Bay",South Africa,,South J Bay,-34.16295449,24.8333931,Africa/Johannesburg,intermediate,advanced,PLZ,Africa,anne-avenue-st-francis-bay-south-j-bay-south-africa,TRUE,,,,,
Anne street reef,"Anne street reef, QLD, Sunshine Coast","Australia, QLD, Sunshine Coast",Australia,QLD,Sunshine Coast,-26.77844929,153.1401229,Australia/Sydney,intermediate,advanced,CUD,Oceania,anne-street-reef-qld-sunshine-coast-australia,TRUE,,,,,
Annestown,"Annestown, South East","Ireland, South East",Ireland,,South East,52.13433099,-7.282905579,UTC,beginner,intermediate,WAT,Europe,annestown-south-east-ireland,TRUE,,,,,
Ano Nuevo,"Ano Nuevo, California, Santa Cruz","USA, California, Santa Cruz",USA,California,Santa Cruz,37.11447289,-122.311306,America/Los_Angeles,intermediate,advanced,NUQ,North America,ano-nuevo-california-santa-cruz-usa,TRUE,San Mateo County,0,17381,San Mateo,49.9
Anse à la barque,Anse à la barque,Guadeloupe,Guadeloupe,,,16.24071649,-61.32113457,UTC,beginner,intermediate,SFC,Other,anse-a-la-barque-guadeloupe,TRUE,,,,,
Anse à la Bouelle,Anse à la Bouelle,Guadeloupe,Guadeloupe,,,16.33348331,-61.3321209,UTC,beginner,intermediate,SFC,Other,anse-a-la-bouelle-guadeloupe,TRUE,Le Moule,0,,,
Anse Banane,"Anse Banane, La Digue","Seychelles, La Digue",Seychelles,,La Digue,-4.350861622,55.84820509,UTC,intermediate,advanced,PRI,Other,anse-banane-la-digue-seychelles,TRUE,,,,,
Anse Bertrand,Anse Bertrand,Guadeloupe,Guadeloupe,,,16.47271559,-61.51193619,UTC,beginner,intermediate,PTP,Other,anse-bertrand-guadeloupe,TRUE,,,,,
Anse Bourgainville,"Anse Bourgainville, Mahe","Seychelles, Mahe",Seychelles,,Mahe,-4.759364979,55.52166224,UTC,intermediate,advanced,SEZ,Other,anse-bourgainville-mahe-seychelles,TRUE,Victoria,0,23485,Victoria,17.7
Anse Charpentier (right),Anse Charpentier (right),Martinique,Martinique,,,14.80782812,-61.01474047,UTC,intermediate,advanced,FDF,Other,anse-charpentier-right-martinique,TRUE,,,,,
Anse Cocos,"Anse Cocos, La Digue","Seychelles, La Digue",Seychelles,,La Digue,-4.367036699,55.85170269,UTC,intermediate,advanced,PRI,Other,anse-cocos-la-digue-seychelles,TRUE,,,,,
Anse Couleuvre,Anse Couleuvre,Martinique,Martinique,,,14.84400443,-61.21946812,UTC,intermediate,advanced,FDF,Other,anse-couleuvre-martinique,TRUE,,,,,
Anse des Cayes,Anse des Cayes,St Barthelemy,St Barthelemy,,,17.91139816,-62.84323454,UTC,intermediate,advanced,SBH,Other,anse-des-cayes-st-barthelemy,TRUE,,,,,
Anse des Lézards,Anse des Lézards,St Barthelemy,St Barthelemy,,,17.91716606,-62.8471452,UTC,intermediate,advanced,SBH,Other,anse-des-lezards-st-barthelemy,TRUE,,,,,
Anse du Brick,"Anse du Brick, Normandy","France, Normandy",France,,Normandy,49.66883605,-1.487209797,Europe/Paris,beginner,intermediate,CER,Europe,anse-du-brick-normandy-france,TRUE,,,,,
Anse du Ris,"Anse du Ris, Brittany South","France, Brittany South",France,,Brittany South,48.09459164,-4.306640625,Europe/Paris,beginner,intermediate,UIP,Europe,anse-du-ris-brittany-south-france,TRUE,,,,,
Anse Gaulette,"Anse Gaulette, Mahe","Seychelles, Mahe",Seychelles,,Mahe,-4.760519697,55.48408985,UTC,intermediate,advanced,SEZ,Other,anse-gaulette-mahe-seychelles,TRUE,Victoria,0,23485,Victoria,17.7
Anse Kerlan,"Anse Kerlan, Pralin","Seychelles, Pralin",Seychelles,,Pralin,-4.309384657,55.68350673,UTC,beginner,intermediate,PRI,Other,anse-kerlan-pralin-seychelles,TRUE,,,,,
Anse Patates,"Anse Patates, La Digue","Seychelles, La Digue",Seychelles,,La Digue,-4.337660276,55.83384991,UTC,beginner,intermediate,PRI,Other,anse-patates-la-digue-seychelles,TRUE,,,,,
Anse Royale,"Anse Royale, Mahe","Seychelles, Mahe",Seychelles,,Mahe,-4.747090634,55.52103996,UTC,beginner,intermediate,SEZ,Other,anse-royale-mahe-seychelles,TRUE,Victoria,0,23485,Victoria,17.7
Anse Salabouelle,Anse Salabouelle,Guadeloupe,Guadeloupe,,,16.32681149,-61.30528808,UTC,beginner,intermediate,SFC,Other,anse-salabouelle-guadeloupe,TRUE,,,,,
Anse Sevére,"Anse Sevére, La Digue","Seychelles, La Digue",Seychelles,,La Digue,-4.339852672,55.82977295,UTC,beginner,intermediate,PRI,Other,anse-severe-la-digue-seychelles,TRUE,,,,,
Anse Soleil,"Anse Soleil, Mahe","Seychelles, Mahe",Seychelles,,Mahe,-4.744636808,55.4653573,UTC,beginner,intermediate,SEZ,Other,anse-soleil-mahe-seychelles,TRUE,Victoria,0,23485,Victoria,17.7
Anse st Martin,"Anse st Martin, Normandy","France, Normandy",France,,Normandy,49.70657111,-1.889095902,Europe/Paris,beginner,intermediate,ACI,Europe,anse-st-martin-normandy-france,TRUE,La Hague,0,14344,Biarritz,2.6
Anse Trabaud,Anse Trabaud,Martinique,Martinique,,,14.4066666,-60.84872246,UTC,beginner,intermediate,FDF,Other,anse-trabaud-martinique,TRUE,,,,,
Ansedonia - Il Cartello,"Ansedonia - Il Cartello, Mainland","Italy, Mainland",Italy,,Mainland,42.41463324,11.27744436,UTC,intermediate,advanced,GRS,Europe,ansedonia-il-cartello-mainland-italy,TRUE,,,,,
Anson Bay,"Anson Bay, NSW, North","Australia, NSW, North",Australia,NSW,North,-31.54108988,159.0710449,Australia/Sydney,beginner,intermediate,LDH,Oceania,anson-bay-nsw-north-australia,TRUE,Unincorporated Lord Howe Island,0,,,
